Designator Footprint               Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment        

C30.P2     0402                  50.65mm       21.95mm       50.65mm       21.95mm       50.15mm       21.95mm  B        360.00 Cap Semi       
C30.P1     0402                  48.55mm       21.95mm       48.55mm       21.95mm       49.05mm       21.95mm  B        180.00 Cap Semi       
C2.P9      0402                   10.9mm        29.2mm        10.9mm        29.2mm        10.9mm        28.7mm  T         90.00 Cap Semi       
C2.P8      0402                   17.4mm        29.2mm        17.4mm        29.2mm        17.4mm        28.7mm  T         90.00 Cap Semi       
C2.P7      0402                   24.4mm        29.2mm        24.4mm        29.2mm        24.4mm        28.7mm  T         90.00 Cap Semi       
C2.P6      0402                 24.475mm        19.7mm      24.475mm        19.7mm      24.475mm        19.2mm  T         90.00 Cap Semi       
C2.P5      0402                 17.475mm        19.7mm      17.475mm        19.7mm      17.475mm        19.2mm  T         90.00 Cap Semi       
C2.P4      0402                 24.475mm        10.2mm      24.475mm        10.2mm      24.475mm         9.7mm  T         90.00 Cap Semi       
C2.P3      0402                 17.475mm        10.2mm      17.475mm        10.2mm      17.475mm         9.7mm  T         90.00 Cap Semi       
C2.P2      0402                 24.475mm         0.7mm      24.475mm         0.7mm      24.475mm         0.2mm  T         90.00 Cap Semi       
C2.P1      0402                 17.475mm         0.7mm      17.475mm         0.7mm      17.475mm         0.2mm  T         90.00 Cap Semi       
U19        SOT23-6               6.875mm       27.75mm       6.875mm       27.75mm       7.825mm        29.1mm  T        270.00 LM73CIMK-0/NOPB
R18        0402                 32.925mm      16.875mm      32.925mm      16.875mm      33.425mm      16.875mm  B        180.00 Res3           
D7         0603                   0.15mm      29.075mm        0.15mm      29.075mm        -0.7mm      29.075mm  T        360.00 LED3           
L1         0402                  7.125mm           8mm       7.125mm           8mm       6.625mm           8mm  T        360.00 Inductor       
C57        0402                  7.125mm        9.05mm       7.125mm        9.05mm       7.625mm        9.05mm  T        180.00 Cap Semi       
X3         FA-20H               13.525mm        19.8mm      13.525mm        19.8mm      14.225mm       18.95mm  T         90.00 Q24FA20H00044  
C56        0402                  4.625mm      27.675mm       4.625mm      27.675mm       4.625mm      27.175mm  T         90.00 Cap Semi       
C46        C1206                50.175mm         4.9mm      50.175mm         4.9mm      48.825mm         4.9mm  B        360.00 Cap Semi       
Y1         XTAL_CC7V-T1A          51.3mm        13.1mm        51.3mm        13.1mm        51.3mm       11.85mm  B         90.00 32.768 kHz     
U14        DFN8-3x3-0.5p           3.1mm       8.475mm         3.1mm       8.475mm         4.6mm       7.725mm  T        180.00 LTC2875        
U13        QFN-64                  5.8mm      16.825mm         5.8mm      16.825mm        2.05mm      12.325mm  T         90.00 AT32UC3C2512C-Z2UR
R44        0402                 -0.125mm         9.3mm      -0.125mm         9.3mm      -0.125mm         8.8mm  T         90.00 Res3           
R41        0402                   6.65mm        24.2mm        6.65mm        24.2mm        6.65mm        23.7mm  T         90.00 Res3           
R40        0402                    7.9mm        24.2mm         7.9mm        24.2mm         7.9mm        23.7mm  T         90.00 Res3           
R37        0402                   59.9mm        17.1mm        59.9mm        17.1mm        59.9mm        17.6mm  B        270.00 Res3           
R36        0402                   58.1mm         3.9mm        58.1mm         3.9mm        58.6mm         3.9mm  B        180.00 Res3           
R35        0402                   58.8mm        17.1mm        58.8mm        17.1mm        58.8mm        16.6mm  B         90.00 Res3           
R34        0402                   53.8mm         3.9mm        53.8mm         3.9mm        54.3mm         3.9mm  B        180.00 Res3           
R33        0402                   59.9mm       19.15mm        59.9mm       19.15mm        59.9mm       18.65mm  B         90.00 Res3           
R32        0402                 -0.075mm       11.85mm      -0.075mm       11.85mm      -0.075mm       11.35mm  T         90.00 Res3           
R31        0402                  -1.25mm       9.025mm       -1.25mm       9.025mm       -1.25mm       9.525mm  T        270.00 Res3           
R30        0402                 -0.625mm         7.2mm      -0.625mm         7.2mm      -0.125mm         7.2mm  T        180.00 Res3           
R29        0402                   0.15mm       27.85mm        0.15mm       27.85mm       -0.35mm       27.85mm  T        360.00 Res3           
C45        0402                  -1.25mm       11.85mm       -1.25mm       11.85mm       -1.25mm       12.35mm  T        270.00 Cap Semi       
C44        0402                    3.6mm      10.575mm         3.6mm      10.575mm         3.1mm      10.575mm  T        360.00 Cap Semi       
C43        0402                  7.125mm        10.3mm       7.125mm        10.3mm       6.625mm        10.3mm  T        360.00 Cap Semi       
C42        0402                 -0.625mm         6.2mm      -0.625mm         6.2mm      -1.125mm         6.2mm  T        360.00 Cap Semi       
C41        0402                  -1.25mm      14.425mm       -1.25mm      14.425mm       -1.25mm      13.925mm  T         90.00 Cap Semi       
C40        0402                 -1.225mm      19.325mm      -1.225mm      19.325mm      -1.225mm      18.825mm  T         90.00 Cap Semi       
C39        0402                   13.1mm        16.5mm        13.1mm        16.5mm        13.6mm        16.5mm  T        180.00 Cap Semi       
C38        1608[0603]             12.3mm        13.2mm        12.3mm        13.2mm        12.3mm        12.5mm  T         90.00 Cap Semi       
C37        0402                 11.925mm       24.15mm      11.925mm       24.15mm      11.925mm       24.65mm  T        270.00 Cap Semi       
C36        0402                     13mm       24.15mm          13mm       24.15mm          13mm       24.65mm  T        270.00 Cap Semi       
C35        0402                 13.525mm        21.9mm      13.525mm        21.9mm      14.025mm        21.9mm  T        180.00 Cap Semi       
C34        0402                 13.525mm        17.7mm      13.525mm        17.7mm      13.025mm        17.7mm  T        360.00 Cap Semi       
C33        0402                  55.95mm         3.9mm       55.95mm         3.9mm       56.45mm         3.9mm  B        180.00 Cap Semi       
C32        C1206                50.175mm        8.25mm      50.175mm        8.25mm      48.825mm        8.25mm  B        360.00 Cap Semi       
R28        0402                 13.175mm         3.2mm      13.175mm         3.2mm      12.675mm         3.2mm  T        360.00 Res3           
P4         51281-1894             9.15mm        0.65mm         4.9mm        1.75mm         4.9mm        1.75mm  T        360.00 FPC-51281-1894 
D2         0603                 50.325mm      32.725mm      50.325mm      32.725mm      50.325mm      33.575mm  B        270.00 D Zener 39V    
X1         SAMTEC-FSI-110-D         2.7mm          11mm         2.7mm          11mm      -0.855mm         6.5mm  B         90.00 SAMTEC-FSI-110-D
X2         SAMTEC-FSI-110-D         2.7mm        24.5mm         2.7mm        24.5mm      -0.855mm          20mm  B         90.00 SAMTEC-FSI-110-D
C54        0402                   13.1mm       15.35mm        13.1mm       15.35mm        13.6mm       15.35mm  T        180.00 Cap Semi       
C55        1608[0603]             13.7mm        13.2mm        13.7mm        13.2mm        13.7mm        12.5mm  T         90.00 Cap Semi       
C63        0402                  12.35mm       6.375mm       12.35mm       6.375mm       12.35mm       5.875mm  T         90.00 Cap Semi       
C64        1608[0603]            45.75mm      13.175mm       45.75mm      13.175mm       45.75mm      13.875mm  T        270.00 Cap Semi       
R52        0402                   10.2mm       6.375mm        10.2mm       6.375mm        10.2mm       5.875mm  T         90.00 Res3           
R53        0402                 11.275mm       6.375mm      11.275mm       6.375mm      11.275mm       6.875mm  T        270.00 Res3           
D3         CD1608-0603           10.35mm        3.15mm       10.35mm        3.15mm        11.2mm        3.15mm  T        180.00 CDBU0240       
C1         0402                      4mm       4.875mm           4mm       4.875mm         4.5mm       4.875mm  T        180.00 Cap Semi       
C5         2220-stacked-6.7          48mm        31.5mm          48mm        31.5mm          48mm          29mm  T         90.00 KCM55WR71J226MH01K
C24        0402                    2.4mm        3.75mm         2.4mm        3.75mm         1.9mm        3.75mm  B        360.00 Cap Semi       
C25        2220-stacked-6.7          48mm           2mm          48mm           2mm          48mm         4.5mm  T        270.00 KCM55WR71J226MH01K
C26        0402                   58.8mm       19.15mm        58.8mm       19.15mm        58.8mm       18.65mm  B         90.00 Cap Semi       
C27        0402                 59.375mm      28.575mm      59.375mm      28.575mm      59.375mm      29.075mm  B        270.00 Cap Semi       
C28        0402                 52.025mm      20.075mm      52.025mm      20.075mm      52.525mm      20.075mm  B        180.00 Cap Semi       
C29        0402                  50.65mm        27.2mm       50.65mm        27.2mm       51.15mm        27.2mm  B        180.00 Cap Semi       
C50.Bu1    C1206                    38mm        8.55mm          38mm        8.55mm       39.35mm        8.55mm  B        180.00 Cap Semi       
C50.Bu2    C1206                    38mm       21.05mm          38mm       21.05mm       39.35mm       21.05mm  B        180.00 Cap Semi       
C50.Bu3    C1206                    38mm       33.55mm          38mm       33.55mm       39.35mm       33.55mm  B        180.00 Cap Semi       
R2         0402                   46.4mm          19mm        46.4mm          19mm        46.4mm        18.5mm  T         90.00 Res3           
R3         0402                   46.4mm      17.025mm        46.4mm      17.025mm        46.4mm      16.525mm  T         90.00 Res3           
R25        14-1210                46.5mm         8.5mm        46.5mm         8.5mm        46.5mm        7.15mm  T         90.00 Res3           
R26.P1     J1-0603                20.2mm      -0.825mm        20.2mm      -0.825mm       19.45mm      -0.825mm  T        360.00 Res3           
R26.P2     J1-0603              26.875mm        -0.8mm      26.875mm        -0.8mm      26.125mm        -0.8mm  T        360.00 Res3           
R26.P3     J1-0603              19.975mm         8.7mm      19.975mm         8.7mm      19.225mm         8.7mm  T        360.00 Res3           
R26.P4     J1-0603              26.975mm         8.7mm      26.975mm         8.7mm      26.225mm         8.7mm  T        360.00 Res3           
R26.P5     J1-0603              19.925mm        18.2mm      19.925mm        18.2mm      19.175mm        18.2mm  T        360.00 Res3           
R26.P6     J1-0603              26.925mm        18.2mm      26.925mm        18.2mm      26.175mm        18.2mm  T        360.00 Res3           
R26.P7     J1-0603              26.925mm        27.7mm      26.925mm        27.7mm      26.175mm        27.7mm  T        360.00 Res3           
R26.P8     J1-0603              19.875mm        27.7mm      19.875mm        27.7mm      19.125mm        27.7mm  T        360.00 Res3           
R26.P9     J1-0603              13.375mm        27.7mm      13.375mm        27.7mm      12.625mm        27.7mm  T        360.00 Res3           
U9         power33                31.5mm         1.5mm        31.5mm         1.5mm      32.475mm      -0.025mm  B         90.00 FDMC86259P     
U15        power33                31.5mm        32.5mm        31.5mm        32.5mm      32.475mm      30.975mm  B         90.00 FDMC86259P     
C51        0402                31.1833mm        6.25mm     31.1833mm        6.25mm     31.1833mm        6.75mm  B        270.00 Cap Semi       
C52        0402                30.9583mm        24.9mm     30.9583mm        24.9mm     30.9583mm        25.4mm  B        270.00 Cap Semi       
R42        0402                 30.125mm        6.25mm      30.125mm        6.25mm      30.125mm        6.75mm  B        270.00 Res3           
R43        0402                32.2417mm        6.25mm     32.2417mm        6.25mm     32.2417mm        5.75mm  B         90.00 Res3           
R45        0402                   33.3mm        6.25mm        33.3mm        6.25mm        33.3mm        6.75mm  B        270.00 Res3           
R46        0402                   29.9mm        24.9mm        29.9mm        24.9mm        29.9mm        25.4mm  B        270.00 Res3           
R47        0402                32.0167mm        24.9mm     32.0167mm        24.9mm     32.0167mm        24.4mm  B         90.00 Res3           
R48        0402                 33.075mm        24.9mm      33.075mm        24.9mm      33.075mm        25.4mm  B        270.00 Res3           
Q1         SOT23_N               31.65mm       9.325mm       31.65mm       9.325mm        32.6mm       8.325mm  B        270.00 BSN20          
Q2         SOT23_N                31.5mm       27.95mm        31.5mm       27.95mm       32.45mm       26.95mm  B        270.00 BSN20          
R14        0402                  13.45mm       26.05mm       13.45mm       26.05mm       12.95mm       26.05mm  B        360.00 Res3           
R15        0402                 13.425mm       21.05mm      13.425mm       21.05mm      12.925mm       21.05mm  B        360.00 Res3           
R49        0402                 11.625mm       21.05mm      11.625mm       21.05mm      12.125mm       21.05mm  B        180.00 Res3           
R19        0402                 11.625mm       26.05mm      11.625mm       26.05mm      12.125mm       26.05mm  B        180.00 Res3           
U4         DFN8-3x3-0.5p        12.525mm      23.525mm      12.525mm      23.525mm      11.775mm      25.025mm  B        270.00 LTC4313        
R20        0603R                 34.15mm        2.35mm       34.15mm        2.35mm       34.15mm         1.6mm  B         90.00 Res3           
R38        0603R                 35.35mm        2.35mm       35.35mm        2.35mm       35.35mm         1.6mm  B         90.00 Res3           
R54        0603R                33.975mm      30.075mm      33.975mm      30.075mm      33.975mm      30.825mm  B        270.00 Res3           
R55        0603R                35.225mm      30.075mm      35.225mm      30.075mm      35.225mm      30.825mm  B        270.00 Res3           

